date,rtgs_vol,rtgs_val,neft_vol,neft_val,aeps_vol,aeps_val,upi_vol,upi_val,imps_vol,imps_val,nach_credit_vol,nach_credit_val,nach_debit_vol,nach_debit_val,netc_vol,netc_val,bbps_vol,bbps_val,cts_vol,cts_val,credit_pos_vol,credit_pos_val,credit_ecom_vol,credit_ecom_val,debit_pos_vol,debit_pos_val,debit_ecom_vol,debit_ecom_val,ppi_pos_vol,ppi_pos_val,ppi_ecom_vol,ppi_ecom_val,credit_combined_vol,credit_combined_val,debit_combined_vol,debit_combined_val,ppi_combined_vol,ppi_combined_val,nfs_vol,nfs_val,aeps_bc_vol,aeps_bc_val,gov_sec_vol,gov_sec_val,forex_vol,forex_val,rupee_der_vol,rupee_der_val
2024-09-06,9.87455,821442.670280314,335.05735,164389.806124233,0.46,15.959999999999999,5306.97,77713.57,157.64,21908.69,341.9,7716.34,33.48,5092.56,109.6,192.01,82.13,3623.75,19.89,24051.98,34.75082,1622.3703341,42.66224,3363.5613542,31.812829999999998,826.1403644999999,12.4376,482.2886041,3.5920399999999995,15.231407099999998,1.60072,92.1191637,77.41306,4985.9316883,44.250429999999994,1308.4289686,5.19276,107.3505708,114.79,5111.69,33.2,831.28,0.06362,701266.5850778,0.07097,300336.12999999995,0.00744,34128.55
2024-09-07,4.40034,96363.915050907,247.43354,65185.274697247,0.47000000000000003,16.66,5028.66,65498.43,139.93,15847.87,158.65,2839.42,85.22,7807.63,102.07,184.19,73.54,3123.54,7.64,8770.87,26.86535,1183.2764608,23.4656,1410.3468930999998,25.02462,659.9704914999999,8.26492,270.9107798,3.2268499999999998,15.3298475,1.19888,63.5826276,50.33095,2593.6233538999995,33.28954,930.8812712999999,4.42573,78.9124751,110.66,4877.05,32.61,803.05,H,H,H,H,H,H
2024-09-08,1.03683,14368.040727949,161.5912,17899.764403061,0.42,13.260000000000002,4915.62,56165.45,122.39,11157.35,10.959999999999999,403.98999999999995,31.45,2425.61,106.59,180.2,66.09,2415.84,H,H,29.3066,1209.9437236,37.845800000000004,1920.9557495000001,25.154400000000003,642.7923699,9.00896,292.3660953,2.56547,14.5773421,1.07713,44.4111713,67.1524,3130.8994731000003,34.163360000000004,935.1584652,3.6426,58.9885134,102.91,4284.87,28.52,676.83,H,H,H,H,H,H
2024-09-09,10.50006,811905.697374625,296.81361,142600.907550692,0.59,20.560000000000002,5084.25,79490.57,157.51,22842.64,290.43,6421.59,40.13,4761.82,102.06,171.54,85.04,3486.54,25.92,27701.05,51.529019999999996,2365.9113933999997,62.65186,4481.711632099999,40.13198,1096.7389964,16.72468,612.2970808,2.27584,14.4404465,1.36616,70.36887440000001,114.18088,6847.623025499999,56.85666,1709.0360772,3.6420000000000003,84.80932090000002,108.09,4851.03,38.07,920.52,0.06697,730952.2151152,0.080115,345521.16,0.00412,25415
2024-09-10,10.20551,711906.242847159,351.4423,145025.07099054698,0.64,20.45,5114.5,78254.62,159.03,22639.93,224.72,6872.61,179.75,22441.77,100.26,175.41,84.2,3401.84,24.58,26953.79,30.707919999999998,1431.2514190000002,41.52601,3120.3577673,28.72256,738.3110391,11.9674,481.68315830000006,3.4732599999999993,14.3397514,1.64329,101.1580284,72.23393,4551.6091863,40.68996,1219.9941974,5.116549999999999,115.4977798,110.44,4931.55,41.49,956.97,0.04993,713174.103,0.103285,338131.11999999994,0.0041,28085
2024-09-11,9.61665,887750.143079114,323.21348,142198.150644637,0.66,20.79,5145.97,75806.41,154.11,21852.61,220.93,8300.83,35.57,4199.47,101.49,181.05,80.83,3126.31,21.19,23486.55,30.880280000000003,1388.1001253,41.15942,2960.2228287999997,28.837349999999997,742.3041289999999,11.897170000000001,470.01870400000007,3.5213799999999997,14.8112559,1.7425700000000002,106.30843089999999,72.0397,4348.3229541,40.734519999999996,1212.322833,5.2639499999999995,121.1196868,106.27,4682.0,41.17,935.75,0.057,745788.544,0.0803,386592.05,0.0123,75805
2024-09-12,9.33663,752224.5384633341,290.39927,132888.228580676,0.64,19.69,4988.13,70296.67,149.43,19790.65,209.95999999999998,6193.28,24.46,3878.87,103.1,184.74,79.8,2875.45,20.14,23206.35,31.836750000000002,1440.5675335,40.442409999999995,2687.0160612,28.839879999999997,744.7322667000001,11.74902,434.7346235,3.5101,14.5264734,1.64101,97.1019031,72.27915999999999,4127.5835947,40.588899999999995,1179.4668902,5.15111,111.6283765,100.89,4366.73,38.89,883.09,0.09508,755740.0520645999,0.06665,381913.62,0.00599,33100
2024-09-13,10.7671,1135062.242983503,294.34751,168455.996948633,0.67,20.64,5079.2,70079.7,145.36,19735.65,248.64,7072.8,20.91,4004.54,110.58,194.03,76.58,2502.33,20.03,23325.75,32.68585,1382.3544597,40.229479999999995,3041.1038672,29.53913,774.4512288,11.57597,425.92668740000005,3.56952,15.2440425,1.7053200000000002,100.30387449999999,72.91533,4423.4583268999995,41.1151,1200.3779162,5.27484,115.547917,101.27,4346.73,38.46,880.07,0.08602,748588.1716263,0.09793,422751.69,0.0061,32280
2024-09-14,2.90573,35415.651743361,182.14567,36184.521788941,0.66,21.369999999999997,5096.63,65219.02,137.74,16284.97,56.92,1742.6100000000001,8.55,1096.64,120.08,202.44,70.3,2164.73,H,H,31.59778,1225.2802061999998,31.143629999999998,1640.270712,27.214689999999997,732.7149144999998,8.774090000000001,279.9860959,3.6865799999999997,17.2100799,1.3086,64.01617350000001,62.74141,2865.5509181999996,35.98878,1012.7010103999999,4.9951799999999995,81.2262534,101.83,4380.27,35.58,830.38,H,H,H,H,H,H
2024-09-15,1.10452,15260.650270939,159.74395,19243.279714185002,0.63,18.85,4946.03,53280.38,123.79,10684.44,147.86,1503.15,65.36,7541.48,117.89,196.23,60.76,1622.63,H,H,29.53906,1088.9325179,30.3483,1246.5588346999998,23.32754,602.6484259,8.05713,220.9408606,2.8849,15.3519632,1.2639099999999999,67.16672559999999,59.88736,2335.4913526,31.38467,823.5892865000001,4.14881,82.51868879999999,94.69,3671.01,29.21,652.75,H,H,H,H,H,H
2024-09-16,6.45929,380503.716801821,224.62849,101630.71598434,0.68,19.919999999999998,4923.31,63984.34,140.29,16477.54,88.48,2159.17,80.69,4419.83,107.72,177.92,73.76,2228.45,13.1,12392.82,25.01056,961.1979461999999,30.05671,1734.4484665000002,23.01193,590.5560987999999,8.53927,269.9110007,2.40514,13.3635504,1.3877000000000002,81.3999198,55.06727,2695.6464127,31.5512,860.4670994999999,3.79284,94.7634702,93.23,3728.37,35.19,776.01,0.00337,72307.42,0.00037,4850.52,0.00282,18045
2024-09-17,9.74564,811195.536118929,261.54901,122972.18829009,0.63,18.009999999999998,4689.13,59687.43,135.04,17366.02,138.79,7939.450000000001,19.45,3865.97,100.75,172.4,73.25,2308.29,27.58,29106.22,60.25945,2376.9354373,73.557,4663.2981337,43.119659999999996,1134.2465872,17.68748,581.6014439999999,3.2946500000000003,15.17469,1.51756,91.0306747,133.81645,7040.233571000001,60.80714,1715.8480312,4.81221,106.2053647,89.63,3538.46,31.6,719.35,0.14563,842852.6335876,0.07811,351501.05,0.00499,31065
2024-09-18,9.05259,269314.46326468,248.47619,104908.378563986,0.75,21.83,4991.37,66289.32,136.48,18598.65,223.72000000000003,7636.23,18.04,3726.6,102.2,176.21,76.14,2486.84,22.25,24193.11,23.118550000000003,890.3010823,31.535820000000005,1914.4130825000002,22.69598,559.7245058999999,9.14485,314.61941659999997,3.5483200000000004,13.6416243,1.46531,90.64750599999999,54.65437000000001,2804.7141648,31.840829999999997,874.3439225,5.01363,104.2891303,93.19,3792.75,37.1,889.39,H,H,H,H,H,H
2024-09-19,10.46546,903481.689652849,255.02278,146593.005204387,0.76,23.05,5006.81,68177.63,140.86,19863.1,103.46,5349.85,14.32,3397.34,102.33,182.69,76.13,2655.65,22.56,26335.85,38.67292,1569.9221779,53.52749,3659.8009004,31.74925,792.6312514,13.91713,488.1240314,3.62185,14.9481676,1.62138,102.9987359,92.20041,5229.7230782999995,45.666380000000004,1280.7552828,5.24323,117.9469035,91.89,3764.59,36.17,881.32,0.07607,782369.3108707999,0.136075,418925.22,0.00684,38645
2024-09-20,9.98671,888215.340782581,263.20613,142746.981424135,0.73,22.16,5002.7,65412.69,139.49,18684.32,118.12,5149.88,60.61,7239.9,106.23,191.29,73.39,2834.0,19.83,21574.23,30.84577,1428.0394944,41.43712,2753.1288320999997,26.32694,651.0222693000001,11.32869,387.49910839999995,3.70718,13.725175400000001,1.6781,111.39983980000001,72.28289000000001,4181.168326499999,37.65563,1038.5213777,5.38528,125.1250152,91.1,3725.57,33.05,800.22,0.11658,840114.4791936,0.143985,427718,0.0048,24162
2024-09-21,7.75163,246081.06196556802,220.7967,81866.128344345,0.7,20.91,4950.98,63704.4,136.08,17163.33,103.58999999999999,4372.22,32.61,3942.59,112.13,200.04,68.98,2714.34,20.77,23374.98,31.57044,1322.3459509000002,33.982420000000005,2127.3345155,24.80461,634.5979075,9.61107,341.25309,3.86062,16.399463100000002,1.69949,113.46977100000001,65.55286000000001,3449.6804664,34.41568,975.8509975,5.56011,129.8692341,90.23,3690.24,30.85,749.95,0.002,21613.57,0,0,0,0
2024-09-22,1.10496,14484.258924204998,156.68739,17280.007172984,0.76,20.96,4905.15,50664.47,116.54,10377.15,0.76,318.85999999999996,15.12,1008.63,108.86,195.63,57.27,1923.54,H,H,31.17215,1174.2170313,32.96562,1438.9507078,23.33361,553.5891373999999,8.4478,239.600835,3.2770799999999998,14.6994823,1.3352,79.3001265,64.13777,2613.1677391,31.78141,793.1899723999999,4.61228,93.9996088,87.11,3204.83,26.18,599.0,H,H,H,H,H,H
2024-09-23,10.00732,825502.7807699599,262.09361,135762.223164851,0.78,22.6,4887.96,66590.44,140.96,19047.83,133.62,6721.41,20.48,3013.48,102.59,182.03,72.93,3023.04,22.05,22355.53,53.07466,2266.7106561,64.7097,4176.2625739,36.35343,945.5046235,15.92322,558.4104903,2.56609,15.1643208,1.5264799999999998,93.63445639999999,117.78435999999999,6442.97323,52.276650000000004,1503.9151138,4.09257,108.79877719999999,87.88,3548.39,31.88,761.74,0.08105,820806.868082,0.169235,457198.07,0.00438,41240
2024-09-24,10.03068,703021.4963524559,253.4878,130088.207753642,0.81,22.39,4824.49,63656.76,134.98,18596.16,84.39,3620.01,12.17,3584.33,102.12,186.53,68.62,2846.49,21.31,24098.69,30.451890000000002,1358.5816535,41.78377,2797.4923888000003,25.157999999999998,621.0297132,11.14847,407.873901,3.8762600000000003,14.7197671,1.57508,101.72092810000001,72.23566,4156.074042300001,36.30647,1028.9036142,5.45134,116.44069520000001,83.98,3355.22,29.82,710.47,0.07279,808062.365,0.165125,415099.64999999997,0.00469,23707
2024-09-25,9.98051,838576.0028410221,264.52226,150467.19177699,0.71,19.79,4812.32,66166.94,138.49,19881.63,122.44,7124.37,47.72,5542.53,101.81,187.61,70.41,3113.65,21.1,23744.1,30.503590000000003,1363.0527665,43.809329999999996,3004.1139651000003,25.168200000000002,617.4813207,11.64508,435.46594089999996,3.92905,15.0923912,1.76012,117.5882583,74.31291999999999,4367.1667316,36.813280000000006,1052.9472615999998,5.68917,132.68064950000002,82.44,3325.4,27.28,666.05,0.0776,796451.5090000001,0.145335,370446.14,0.00587,39810
2024-09-26,9.71419,887243.802102466,262.62595,144270.859235698,0.74,20.290000000000003,4804.61,66459.08,136.94,19404.51,144.07,7538.71,16.65,3396.21,102.12,188.86,70.08,3196.99,19.05,22903.33,30.69547,1418.4375457,50.365159999999996,4926.6370158,25.24691,627.7042634000001,13.22359,677.9690794,3.9854,16.204392000000002,1.77308,125.6311988,81.06063,6345.0745615,38.4705,1305.6733428000002,5.75848,141.8355908,81.51,3297.59,26.13,649.75,0.09813,821794.330972,0.1664,390195.88999999996,0.00472,23636
2024-09-27,11.03239,1143071.391543346,288.3507,200069.756034696,0.75,20.62,4938.88,66716.07,136.37,20312.86,96.37,7719.469999999999,14.75,4029.07,107.24,196.45,70.1,3275.52,19.53,24359.5,32.21332,1472.5512967,61.88971,6067.6015337,26.1911,656.9581135,15.37284,766.0605648,3.7677199999999997,15.959061799999999,1.76512,116.33889099999999,94.10303,7540.1528304,41.56394,1423.0186783,5.53284,132.2979528,84.52,3445.25,26.61,658.11,0.12865,878080.9650000001,0.17386,437419.16000000003,0.00825,53185
2024-09-28,3.18182,42854.981699541,182.66045,38430.819749589,0.83,23.080000000000002,4956.68,61976.27,132.45,17083.73,71.62,2537.88,55.95,2497.72,114.06,201.65,66.95,2894.33,H,H,31.49773,1353.0337889000002,64.93694,5295.348661199999,24.91467,655.3063783999999,12.04831,504.03533969999995,3.96514,17.1199304,1.4776500000000001,86.42720849999999,96.43467000000001,6648.382450099999,36.96298,1159.3417180999998,5.4427900000000005,103.5471389,87.62,3623.41,27.81,679.08,H,H,H,H,H,H
2024-09-29,1.21682,16181.33484364,161.26624,21990.537359026002,0.89,22.41,4773.76,50108.87,117.1,11321.58,36.449999999999996,828.86,3.47,421.95,111.75,200.53,56.82,2353.78,H,H,32.01733,1293.6138276000001,48.35253000000001,3056.3485781,24.899779999999996,607.6115048,10.224670000000001,359.7566108,3.16848,15.0840806,1.2032,68.02164189999999,80.36986000000002,4349.9624057,35.124449999999996,967.3681156,4.3716800000000005,83.10572249999998,86.63,3225.79,24.63,557.35,H,H,H,H,H,H
2024-09-30,14.46144,1513279.2750252618,466.5729,365122.825456587,0.84,23.33,5306.08,91327.62,163.51,28668.65,49.83,9174.43,44.32,6486.22,107.73,196.89,94.13,5726.86,32.33,32909.79,53.584900000000005,2471.745857,94.62308999999999,8416.6676616,39.4308,1024.4028308,20.47291,881.0679577,2.70634,15.232534600000001,1.58998,105.2291848,148.20799,10888.4135186,59.90371,1905.4707884999998,4.29632,120.46171939999999,104.34,4744.67,30.52,765.57,0.09589,789574.8217167,0.232205,1620171.05,0.00378,25895
2024-10-01,11.76212,1105545.984077571,474.10799,236161.556898655,0.36,14.76,5465.34,92658.75,177.97,27122.24,314.3,12406.87,47.66,6443.52,109.04,202.51,91.99,4906.54,24.88,31507.83,32.52311,1588.5563604000001,58.448800000000006,5237.4124703,29.962139999999998,741.0072195999999,14.399280000000001,683.0138671,4.19661,14.964352000000002,1.85162,115.61429580000001,90.97191000000001,6825.9688307,44.361419999999995,1424.0210866999998,6.04823,130.5786478,119.33,5675.56,30.45,816.2,0.06282,766134.4705985,0.1409,460007.17,0.00587,44217.5
2024-10-02,2.24088,34622.80175103601,189.91334,35177.194227486,0.45,18.23,5447.42,77705.0,156.25,18435.14,255.85000000000002,4203.17,113.36,7343.81,107.68,195.47,82.86,4013.56,H,H,28.07656,1315.0410386999997,45.868660000000006,2987.3499242,24.76649,659.4351415,11.959040000000002,465.5829066,4.22553,17.0724205,1.50147,76.7922404,73.94522,4302.390962899999,36.725530000000006,1125.0180481,5.727,93.86466089999999,114.04,5197.39,35.29,924.18,H,H,H,H,H,H
2024-10-03,11.00622,840597.789298412,323.71101,178536.526745027,0.44,17.259999999999998,5482.69,88839.15,161.69,24682.45,157.27,6496.429999999999,166.17,11404.9,104.34,187.15,91.42,4614.84,26.48,29414.98,40.88914,2207.4275662,72.19028999999999,6259.1200931,34.356970000000004,951.4756734,17.48211,747.106488,2.59163,15.1744187,1.8342800000000001,113.84693970000001,113.07942999999999,8466.5476593,51.83908,1698.5821614000001,4.42591,129.0213584,110.52,5174.74,36.02,927.46,0.09554,804400.674888,0.1298,386229.13999999996,0.00845,68375
2024-10-04,11.32538,844664.232275194,369.0513,191441.149127925,0.47000000000000003,17.939999999999998,5448.27,86830.46,163.25,24833.89,194.29,6877.42,71.52,8017.36,110.73,196.37,88.01,4324.72,25.18,29696.02,31.65113,1844.5264178000002,49.858529999999995,4665.4699332,29.12801,826.0233276,13.37813,560.6716513,4.22533,16.879880699999998,1.9516000000000002,128.7725887,81.50966,6509.996351,42.50614,1386.6949789,6.17693,145.6524694,110.62,5153.85,37.96,969.89,0.08708,763198.3936199,0.09465,363555.12999999995,0.00761,72445
2024-10-05,9.19962,274361.87080803904,397.16696,140506.44309198402,0.52,19.23,5473.27,84513.18,158.01,22115.72,1403.8,32252.03,258.22,28828.07,117.67,203.11,90.24,4375.08,22.42,25588.81,31.49306,1623.8122778,41.34393,3333.5955605999998,28.04777,821.0621201,11.15971,460.7368741,4.4086,20.8327009,2.06417,133.7750166,72.83699,4957.4078383999995,39.207480000000004,1281.7989942,6.47277,154.60771749999998,116.93,5393.43,44.54,1121.13,0.00135,18006.219999999998,0,0,0,0
2024-10-06,1.32034,18471.985182944,170.82528,24275.780196385,0.74,22.67,5357.65,66431.56,137.24,14308.37,57.43,1670.6399999999999,20.12,2294.99,119.07,204.45,73.77,2946.46,H,H,32.20628,1591.3691552,40.69383,2551.132772,27.65921,788.9090205,10.318650000000002,365.64764010000005,3.58556,18.737981599999998,1.50639,81.5922803,72.90011,4142.5019272,37.97786000000001,1154.5566606,5.09195,100.3302619,114.12,4820.8,59.7,1397.37,H,H,H,H,H,H
2024-10-07,11.80385,804424.5459911299,371.75414,181475.21631466202,0.78,25.26,5507.49,92458.79,168.77,25539.97,268.68,5935.94,118.75,10438.12,109.6,190.31,91.55,4093.83,25.74,27400.67,55.08006,2997.8149695,77.69724,6461.7414069999995,42.324709999999996,1251.246181,19.213160000000002,775.4405812,2.89764,18.3261179,1.99474,128.7796252,132.7773,9459.5563765,61.53787,2026.6867622,4.89238,147.10574309999998,119.29,5480.08,70.91,1765.85,0.08444,769551.5351787,0.09996,366070.83999999997,0.0108,54820
2024-10-08,10.80145,712471.087677083,350.54444,161234.158912506,0.8200000000000001,28.14,5510.62,85158.96,159.88,23594.33,189.37,8463.119999999999,64.52,6808.7,109.03,194.45,89.82,3993.25,23.94,27778.14,32.20665,1710.1651812999999,46.25626,3886.2117332000003,29.489489999999996,802.7009547,12.74507,510.7880556,4.41819,19.0390375,2.07032,136.65498050000002,78.46291,5596.376914500001,42.234559999999995,1313.4890103,6.48851,155.69401800000003,121.41,5623.66,65.31,1697.49,0.09209,770370.2771338001,0.0818,331634.04,0.00947,58550
2024-10-09,10.82687,644719.109929244,330.15753,146573.541946274,0.85,28.9,5598.86,85547.24,161.02,23360.87,247.81,10290.130000000001,40.78,4879.16,112.54,198.73,86.26,3615.46,22.32,27371.06,33.15161,1728.7889602999999,46.65363,3845.3544627,29.88187,832.1857499,12.68047,505.71718200000004,4.59868,17.7383189,2.2082,148.3527942,79.80524,5574.1434229999995,42.56234,1337.9029319,6.80688,166.0911131,120.8,5534.94,56.79,1496.54,0.08985,750739.61,0.07578,323479.05,0.01219,97530
2024-10-10,10.36865,687391.262381005,347.63185,159442.808201978,0.86,28.939999999999998,5589.33,82983.3,163.36,22444.46,168.71,7690.65,196.6,21904.46,114.98,203.06,84.6,3584.83,21.9,25269.32,33.911370000000005,1672.7641537,42.71627,3402.1550931,30.276380000000003,831.8090588,12.14672,488.593591,4.52237,17.4227685,2.1747,143.45233689999998,76.62764000000001,5074.9192468,42.423100000000005,1320.4026498,6.69707,160.87510539999997,122.43,5521.1,56.23,1480.0,0.12067,797607.2784861,0.077625,305597.06,0.00656,44354.475
2024-10-11,7.29199,582847.8436441111,255.17148,117064.022995447,0.83,28.150000000000002,5355.89,69918.71,148.51,18107.21,102.46,5560.38,31.15,4429.28,112.67,196.61,72.05,2786.01,13.86,16720.88,35.14109,1639.7327653,41.80287,3115.2872838,29.27542,807.8700701,11.319400000000002,424.46554030000004,4.35622,16.902196300000004,2.11753,140.65335240000002,76.94396,4755.0200491,40.59482,1232.3356104,6.473750000000001,157.55554870000003,109.96,4755.04,46.36,1214.03,0.08302,750603.1240394,0.0726,317359.05,0.00598,29830
2024-10-12,1.56385,21057.725331407,168.90325,22719.928380581,0.77,24.64,5167.94,56546.43,132.63,12402.38,89.94,1865.57,10.73,923.16,105.17,181.31,61.24,2133.6,H,H,28.99629,1349.6947633,31.482930000000003,1701.7522855,24.143549999999998,742.7884217000001,8.30346,247.2368404,3.7855600000000003,16.6620293,1.55274,88.4366164,60.47922,3051.4470487999997,32.44701,990.0252621000001,5.3383,105.0986457,98.15,4041.53,37.18,909.2,H,H,H,H,H,H
2024-10-13,1.03691,13679.27694861,155.03927,17712.979538126,0.71,21.2,5068.84,53064.06,124.84,10321.52,1.5,175.84,3.83,394.82,115.63,181.72,65.42,2108.24,H,H,30.75904,1297.3151741,33.071310000000004,1541.3716717000002,24.726589999999998,677.0601048000001,8.34625,230.41885159999998,2.89454,20.7279798,1.65352,101.06618549999999,63.83035,2838.6868458,33.07284,907.4789564,4.54806,121.79416529999999,89.95,3585.46,31.62,763.09,H,H,H,H,H,H
2024-10-14,11.6515,696355.687552606,319.09009,156002.60059164098,0.8,24.83,5162.22,75016.77,149.98,21136.64,115.44,6697.78,29.29,4152.32,112.1,178.02,89.29,3178.28,30.31,30560.44,53.62954,2428.9078653,60.695350000000005,3783.2352094,38.731939999999994,1125.0020496,16.05221,516.1934526,2.9528299999999996,22.142819,1.98535,134.03309819999998,114.32489000000001,6212.1430746999995,54.78415,1641.1955022,4.938179999999999,156.1759172,100.38,4408.86,43.59,1142.55,0.07383,749034.482,0,0,0.00373,24005
2024-10-15,10.39674,738174.697446602,272.06921,180154.291685796,0.8,25.28,5067.63,73329.45,144.45,20541.14,257.06,8308.46,137.07,12886.64,106.94,184.23,83.3,2934.68,24.43,27129.87,30.810480000000002,1400.8275743,41.33959,2764.9208596000003,27.179329999999997,732.6928668999999,12.25216,427.38911729999995,4.57709,19.041060400000003,2.19651,150.58672679999998,72.15007,4165.7484339,39.43149,1160.0819841999999,6.7736,169.62778719999997,101.98,4343.62,41.51,1063.32,0.06389,726006.6549569999,0.157925,498557.19999999995,0.00903,57942
2024-10-16,10.02657,609889.751442617,284.45166,139134.235668231,0.81,24.77,5202.53,72971.45,143.1,19923.99,138.21,6630.880000000001,24.51,3191.22,108.79,193.96,80.48,2848.57,21.93,24419.86,31.244429999999998,1441.5110209,52.0958,3530.9177130999997,27.312359999999998,759.0548855,13.057649999999999,474.70819830000005,4.6095299999999995,15.7841918,2.29414,154.6511471,83.34022999999999,4972.428733999999,40.37000999999999,1233.7630838,6.90367,170.4353389,101.11,4223.34,41.49,1026.85,0.07567,747058.4491758,0.049585,263642.65,0.00787,53085
2024-10-17,8.93356,618741.559833569,274.97019,128204.46992413701,0.8,24.5,5157.11,70391.28,141.23,19232.54,111.94,5135.68,31.47,3108.85,111.26,200.4,77.94,2641.21,18.37,20557.25,31.66448,1476.9426047,40.58712,2817.7154640999997,27.03065,774.4507391,11.024360000000001,383.376159,4.520969999999999,15.5162268,2.0840300000000003,149.7081744,72.2516,4294.6580687999995,38.05501,1157.8268980999999,6.6049999999999995,165.2244012,95.63,3983.83,37.59,947.77,0.06966,755410.5944965,0.07657,315572.19999999995,0.00416,30360
2024-10-18,10.60815,770478.850551224,294.06719,168853.037405159,0.81,24.66,5214.61,68930.91,141.73,19595.42,146.29,6870.11,20.21,4044.31,111.53,203.83,75.45,2625.71,22.19,26709.56,33.221540000000005,1521.0068381,42.63454,3020.8703318,27.67541,792.8898415,12.078479999999999,384.17783569999995,4.44576,17.5416522,2.15566,156.52921089999998,75.85608,4541.8771699,39.75389,1177.0676772,6.60142,174.0708631,94.1,3932.73,37.03,942.02,0.06628,708626.659253,0.083505,329910.86,0.0083,38700
2024-10-19,8.61875,236897.43370417802,239.81629,83039.827584624,0.85,24.94,5262.23,70977.77,136.72,18031.71,107.54,6821.71,8.32,3134.05,116.13,208.95,70.39,2591.87,19.18,21870.33,31.25338,1410.9641341000001,38.50954000000001,2394.4915593,25.575199999999995,754.4477152000001,10.16215,340.11555749999997,4.7740100000000005,17.7512861,2.21104,156.176348,69.76292000000001,3805.4556934,35.73734999999999,1094.5632727,6.985050000000001,173.92763409999998,97.2,4095.87,36.99,928.74,0.00149,8956.49,0,0,0,0
2024-10-20,1.26241,16766.33890964,165.86965,20161.146342725,0.86,23.880000000000003,5289.9,57448.79,124.59,11504.88,2.29,298.44,15.82,3191.48,108.89,201.1,60.58,2246.91,H,H,32.23576,1470.9123152,34.62286,1721.1421188,25.150329999999997,760.8110373000001,8.98939,261.5779331,3.8498000000000006,17.6765438,1.52996,96.9615246,66.85862,3192.0544339999997,34.13972,1022.3889704000001,5.379760000000001,114.63806840000001,95.41,3674.69,29.74,701.42,H,H,H,H,H,H
2024-10-21,11.2209,648181.704406567,283.58865,134361.938713106,0.79,23.59,5100.34,73501.45,149.19,21329.1,101.42,5929.34,58.71,5173.38,108.71,192.86,78.68,3322.81,24.99,26213.33,55.38534,2610.5537995,68.52018000000001,4717.6850251999995,38.26003,1157.1903164,16.14198,574.183857,2.94161,16.6829934,2.1011699999999998,153.1568258,123.90552000000001,7328.2388247,54.402010000000004,1731.3741734,5.04278,169.83981920000002,92.34,3880.21,33.56,871.53,0.07904,754506.8836002001,0.076135,312526.82999999996,0.00586,42320
2024-10-22,10.9559,711847.303938376,274.99497,141336.836252165,0.81,24.16,5105.26,72169.83,143.46,20772.49,137.72,5933.55,26.74,4164.75,107.66,199.37,74.33,3130.84,23.46,27168.44,32.72197,1609.5481827,45.952560000000005,3439.5651078,27.12124,761.7115563,11.38262,432.3893003,4.871899999999999,16.591516799999997,1.9773399999999999,141.1351669,78.67453,5049.1132905,38.50386,1194.1008566,6.849239999999999,157.7266837,88.13,3697.36,31.05,805.84,0.07267,770040.8011175,0.06858,350896.49999999994,0.01123,55650
2024-10-23,11.12831,760295.461249187,285.15686,133832.95429818402,0.81,24.13,5197.53,72706.64,144.44,21141.48,97.05,6391.4,10.2,3081.7,110.33,205.37,72.37,3240.42,21.66,25113.67,34.074729999999995,1701.7414373000001,46.245509999999996,3381.8970805999998,28.16402,807.0386837,11.296890000000001,424.7727297,4.8462700000000005,16.7059524,2.12763,149.8615067,80.32023999999998,5083.6385179,39.46091,1231.8114134,6.9739,166.5674591,89.75,3772.69,29.18,753.58,0.08182,785549.6665926,0.064965,366035.89,0.00943,52765
2024-10-24,10.6818,691824.938431766,279.37294,143865.715208635,0.81,23.75,5104.26,69192.29,142.57,20103.79,93.89,6456.46,11.24,2977.61,110.05,208.27,69.91,3080.21,21.23,26216.32,34.268950000000004,1804.1191892,46.36491,3422.8614439,27.90886,859.0059729,11.53856,439.7970597,4.79258,16.82124,2.10058,151.49576349999998,80.63386,5226.9806331,39.44742,1298.8030325999998,6.89316,168.31700349999997,87.52,3710.63,28.25,727.11,0.07592,796503.1675334,0.059435,338608.17,0.00535,27850
2024-10-25,12.63921,941487.8520229179,334.2009,198303.284257283,0.83,24.83,5179.06,74389.67,145.23,21865.79,110.06,8129.21,51.07,6152.23,113.7,211.51,69.87,3351.51,23.35,28037.26,35.3853,1806.8920382000001,44.973229999999994,3151.6940452999997,28.11686,839.7253833000001,11.3491,438.8634576,4.712969999999999,17.8529244,2.05822,144.7329158,80.35853,4958.5860835,39.465959999999995,1278.5888409000002,6.771189999999999,162.5858402,89.45,3884.87,27.26,710.51,0.06634,756076.6500668,0.058405,311247.92,0.0061,26785
2024-10-26,3.66934,41359.31224047799,194.99386,37604.355477765996,0.78,25.54,5250.97,68761.95,141.45,18064.56,52.019999999999996,1964.8799999999999,7.72,901.68,124.78,221.83,66.61,2940.26,H,H,35.59923,1700.3574131999999,35.28752,2266.7747162,27.8098,850.6876236999999,9.04767,324.883975,4.79981,19.2947845,1.33283,75.5888294,70.88675,3967.1321294,36.85747,1175.5715986999999,6.13264,94.8836139,98.26,4327.43,29.1,771.52,H,H,H,H,H,H
